Time frequency,Unit of measure,Direction of flow,National accounts indicator (ESA 2010),Geopolitical entity (reporting),Time,Value,Ranking
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Yuzhen tsentralen,2022,13256.54,1964.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Yuzhen tsentralen,2023,14754.39,1841.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Praha,2013,18564.4,1629.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Praha,2014,19401.63,1571.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Praha,2015,19482.51,1563.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Praha,2016,19935.25,1535.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Praha,2017,22950.53,1329.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Praha,2018,23951.54,1275.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Praha,2019,24042.55,1264.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Praha,2020,23644.18,1295.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Praha,2021,25455.11,1186.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Praha,2022,27479.54,1078.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Praha,2023,30072.52,954.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Praha,2024,32984.23,838.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Střední Čechy,2013,16323.12,1756.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Střední Čechy,2014,17055.23,1711.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Střední Čechy,2015,17235.99,1698.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Střední Čechy,2016,18433.73,1634.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Střední Čechy,2017,19280.37,1580.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Střední Čechy,2018,20699.2,1474.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Střední Čechy,2019,21930.0,1399.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Střední Čechy,2020,20795.85,1468.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Střední Čechy,2021,21874.72,1404.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Střední Čechy,2022,24898.3,1209.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Střední Čechy,2023,27219.31,1090.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Střední Čechy,2024,28332.1,1035.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Jihozápad,2013,13176.07,1970.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Jihozápad,2014,13871.72,1908.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Jihozápad,2015,14231.74,1876.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Jihozápad,2016,14414.25,1862.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Jihozápad,2017,15370.61,1804.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Jihozápad,2018,15954.61,1775.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Jihozápad,2019,16740.25,1732.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Jihozápad,2020,16856.81,1723.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Jihozápad,2021,17427.51,1690.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Jihozápad,2022,19032.16,1596.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Jihozápad,2023,21059.41,1450.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Jihozápad,2024,21907.38,1401.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Severozápad,2013,10850.12,2164.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Severozápad,2014,11279.58,2132.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Severozápad,2015,11512.11,2109.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Severozápad,2016,11890.06,2076.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Severozápad,2017,12551.85,2025.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Severozápad,2018,13148.73,1973.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Severozápad,2019,13789.57,1918.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Severozápad,2020,13952.02,1902.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Severozápad,2021,14014.73,1895.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Severozápad,2022,15438.01,1801.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Severozápad,2023,17085.22,1709.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Severozápad,2024,17347.78,1692.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Severovýchod,2013,15800.3,1782.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Severovýchod,2014,16768.24,1730.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Severovýchod,2015,17036.51,1712.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Severovýchod,2016,17445.9,1688.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Severovýchod,2017,18514.69,1631.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Severovýchod,2018,19388.33,1572.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Severovýchod,2019,20541.19,1490.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Severovýchod,2020,20328.64,1506.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Severovýchod,2021,20639.87,1480.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Severovýchod,2022,22914.64,1334.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Severovýchod,2023,25200.88,1198.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Severovýchod,2024,25766.11,1164.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Jihovýchod,2013,18607.14,1624.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Jihovýchod,2014,19553.82,1560.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Jihovýchod,2015,20043.78,1527.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Jihovýchod,2016,20299.78,1508.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Jihovýchod,2017,21588.14,1422.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Jihovýchod,2018,22591.76,1355.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Jihovýchod,2019,24131.08,1259.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Jihovýchod,2020,24101.48,1261.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Jihovýchod,2021,24659.56,1226.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Jihovýchod,2022,27161.19,1094.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Jihovýchod,2023,29995.55,959.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Jihovýchod,2024,30726.84,930.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Střední Morava,2013,12428.17,2034.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Střední Morava,2014,13097.73,1979.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Střední Morava,2015,13421.84,1945.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Střední Morava,2016,13529.69,1939.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Střední Morava,2017,14253.39,1873.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Střední Morava,2018,14918.4,1834.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Střední Morava,2019,15602.5,1791.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Střední Morava,2020,15729.44,1784.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Střední Morava,2021,16007.83,1772.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Střední Morava,2022,17782.77,1671.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Střední Morava,2023,19699.94,1549.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Střední Morava,2024,19802.88,1542.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Moravskoslezsko,2013,12261.25,2047.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Moravskoslezsko,2014,12933.99,1991.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Moravskoslezsko,2015,13005.34,1986.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Moravskoslezsko,2016,13297.57,1962.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Moravskoslezsko,2017,13998.7,1897.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Moravskoslezsko,2018,14685.36,1843.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Moravskoslezsko,2019,15306.3,1808.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Moravskoslezsko,2020,15266.44,1812.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Moravskoslezsko,2021,15538.79,1798.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Moravskoslezsko,2022,17097.22,1708.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Moravskoslezsko,2023,18758.91,1618.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Moravskoslezsko,2024,18990.17,1601.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Hovedstaden,2013,25300.76,1193.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Hovedstaden,2014,25445.29,1187.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Hovedstaden,2015,26932.94,1104.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Hovedstaden,2016,28015.0,1054.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Hovedstaden,2017,29668.29,973.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Hovedstaden,2018,31460.48,905.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Hovedstaden,2019,31811.77,894.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Hovedstaden,2020,31956.37,884.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Hovedstaden,2021,33441.45,824.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Hovedstaden,2022,36264.83,748.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Hovedstaden,2023,39833.38,647.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Hovedstaden,2024,41518.69,606.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sjælland,2013,11181.36,2136.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sjælland,2014,11110.85,2143.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sjælland,2015,11720.7,2090.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sjælland,2016,12070.85,2059.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sjælland,2017,12680.37,2011.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sjælland,2018,13256.05,1965.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sjælland,2019,13424.42,1944.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sjælland,2020,13528.39,1940.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sjælland,2021,14111.95,1888.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sjælland,2022,14796.63,1839.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sjælland,2023,16129.49,1766.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sjælland,2024,16714.23,1735.0
