Time frequency,Unit of measure,Sex,Geopolitical entity (reporting),Time,Value,Ranking
Annual,Thousand persons,Males,European Union - 27 countries (from 2020),2004,4365.1,21.0
Annual,Thousand persons,Males,European Union - 27 countries (from 2020),2005,4701.4,20.0
Annual,Thousand persons,Males,European Union - 27 countries (from 2020),2006,4932.0,18.0
Annual,Thousand persons,Males,European Union - 27 countries (from 2020),2007,5074.9,16.0
Annual,Thousand persons,Males,European Union - 27 countries (from 2020),2008,5203.6,14.0
Annual,Thousand persons,Males,European Union - 27 countries (from 2020),2009,5224.8,13.0
Annual,Thousand persons,Males,European Union - 27 countries (from 2020),2010,5267.7,12.0
Annual,Thousand persons,Males,European Union - 27 countries (from 2020),2011,4720.3,19.0
Annual,Thousand persons,Males,European Union - 27 countries (from 2020),2012,4937.8,17.0
Annual,Thousand persons,Males,European Union - 27 countries (from 2020),2013,5128.5,15.0
Annual,Thousand persons,Males,European Union - 27 countries (from 2020),2014,5311.7,11.0
Annual,Thousand persons,Males,European Union - 27 countries (from 2020),2015,5481.6,10.0
Annual,Thousand persons,Males,European Union - 27 countries (from 2020),2016,5745.8,9.0
Annual,Thousand persons,Males,European Union - 27 countries (from 2020),2017,5952.3,8.0
Annual,Thousand persons,Males,European Union - 27 countries (from 2020),2018,6274.5,7.0
Annual,Thousand persons,Males,European Union - 27 countries (from 2020),2019,6487.1,6.0
Annual,Thousand persons,Males,European Union - 27 countries (from 2020),2020,6892.2,5.0
Annual,Thousand persons,Males,European Union - 27 countries (from 2020),2021,7245.2,4.0
Annual,Thousand persons,Males,European Union - 27 countries (from 2020),2022,7628.9,3.0
Annual,Thousand persons,Males,European Union - 27 countries (from 2020),2023,7903.6,2.0
Annual,Thousand persons,Males,European Union - 27 countries (from 2020),2024,8273.9,1.0
Annual,Thousand persons,Males,Belgium,2004,123.4,412.0
Annual,Thousand persons,Males,Belgium,2005,122.3,416.0
Annual,Thousand persons,Males,Belgium,2006,130.3,387.0
Annual,Thousand persons,Males,Belgium,2007,145.2,348.0
Annual,Thousand persons,Males,Belgium,2008,143.4,354.5
Annual,Thousand persons,Males,Belgium,2009,148.3,341.0
Annual,Thousand persons,Males,Belgium,2010,160.3,313.0
Annual,Thousand persons,Males,Belgium,2011,151.6,329.0
Annual,Thousand persons,Males,Belgium,2012,161.5,309.0
Annual,Thousand persons,Males,Belgium,2013,159.9,315.5
Annual,Thousand persons,Males,Belgium,2014,163.2,306.0
Annual,Thousand persons,Males,Belgium,2015,159.9,315.5
Annual,Thousand persons,Males,Belgium,2016,166.5,304.0
Annual,Thousand persons,Males,Belgium,2017,192.8,276.5
Annual,Thousand persons,Males,Belgium,2018,203.8,268.0
Annual,Thousand persons,Males,Belgium,2019,198.1,274.0
Annual,Thousand persons,Males,Belgium,2020,198.8,273.0
Annual,Thousand persons,Males,Belgium,2021,218.6,248.0
Annual,Thousand persons,Males,Belgium,2022,225.6,243.0
Annual,Thousand persons,Males,Belgium,2023,219.6,247.0
Annual,Thousand persons,Males,Belgium,2024,232.7,232.0
Annual,Thousand persons,Males,Bulgaria,2004,47.6,1382.0
Annual,Thousand persons,Males,Bulgaria,2005,48.8,1367.5
Annual,Thousand persons,Males,Bulgaria,2006,53.3,1337.0
Annual,Thousand persons,Males,Bulgaria,2007,56.7,1311.0
Annual,Thousand persons,Males,Bulgaria,2008,56.4,1313.0
Annual,Thousand persons,Males,Bulgaria,2009,54.4,1330.0
Annual,Thousand persons,Males,Bulgaria,2010,52.2,1347.0
Annual,Thousand persons,Males,Bulgaria,2011,44.6,1409.0
Annual,Thousand persons,Males,Bulgaria,2012,48.7,1369.0
Annual,Thousand persons,Males,Bulgaria,2013,52.5,1342.0
Annual,Thousand persons,Males,Bulgaria,2014,50.7,1356.0
Annual,Thousand persons,Males,Bulgaria,2015,60.8,1283.0
Annual,Thousand persons,Males,Bulgaria,2016,65.0,1254.5
Annual,Thousand persons,Males,Bulgaria,2017,68.1,1219.0
Annual,Thousand persons,Males,Bulgaria,2018,72.1,1165.0
Annual,Thousand persons,Males,Bulgaria,2019,66.6,1242.0
Annual,Thousand persons,Males,Bulgaria,2020,68.4,1216.0
Annual,Thousand persons,Males,Bulgaria,2021,71.8,1168.0
Annual,Thousand persons,Males,Bulgaria,2022,79.3,945.5
Annual,Thousand persons,Males,Bulgaria,2023,89.4,551.0
Annual,Thousand persons,Males,Bulgaria,2024,99.0,503.0
Annual,Thousand persons,Males,Czechia,2004,118.0,425.5
Annual,Thousand persons,Males,Czechia,2005,127.6,394.5
Annual,Thousand persons,Males,Czechia,2006,134.6,378.0
Annual,Thousand persons,Males,Czechia,2007,150.7,334.0
Annual,Thousand persons,Males,Czechia,2008,166.2,305.0
Annual,Thousand persons,Males,Czechia,2009,173.9,296.0
Annual,Thousand persons,Males,Czechia,2010,178.4,291.0
Annual,Thousand persons,Males,Czechia,2011,152.4,326.0
Annual,Thousand persons,Males,Czechia,2012,146.4,345.0
Annual,Thousand persons,Males,Czechia,2013,163.1,307.0
Annual,Thousand persons,Males,Czechia,2014,167.0,303.0
Annual,Thousand persons,Males,Czechia,2015,160.1,314.0
Annual,Thousand persons,Males,Czechia,2016,170.0,299.5
Annual,Thousand persons,Males,Czechia,2017,170.0,299.5
Annual,Thousand persons,Males,Czechia,2018,191.0,280.5
Annual,Thousand persons,Males,Czechia,2019,192.1,278.0
Annual,Thousand persons,Males,Czechia,2020,197.2,275.0
Annual,Thousand persons,Males,Czechia,2021,216.5,252.0
Annual,Thousand persons,Males,Czechia,2022,207.6,263.0
Annual,Thousand persons,Males,Czechia,2023,190.8,282.0
Annual,Thousand persons,Males,Czechia,2024,204.3,266.0
Annual,Thousand persons,Males,Denmark,2004,92.2,524.0
Annual,Thousand persons,Males,Denmark,2005,87.6,571.5
Annual,Thousand persons,Males,Denmark,2006,99.2,501.0
Annual,Thousand persons,Males,Denmark,2007,96.8,509.0
Annual,Thousand persons,Males,Denmark,2008,104.6,470.5
Annual,Thousand persons,Males,Denmark,2009,99.4,496.0
Annual,Thousand persons,Males,Denmark,2010,99.3,498.5
Annual,Thousand persons,Males,Denmark,2011,91.7,528.0
Annual,Thousand persons,Males,Denmark,2012,100.4,492.0
Annual,Thousand persons,Males,Denmark,2013,102.7,482.5
Annual,Thousand persons,Males,Denmark,2014,99.7,495.0
Annual,Thousand persons,Males,Denmark,2015,97.2,508.0
Annual,Thousand persons,Males,Denmark,2016,105.9,467.0
Annual,Thousand persons,Males,Denmark,2017,111.3,446.0
Annual,Thousand persons,Males,Denmark,2018,111.7,445.0
Annual,Thousand persons,Males,Denmark,2019,116.0,433.0
Annual,Thousand persons,Males,Denmark,2020,117.1,430.0
Annual,Thousand persons,Males,Denmark,2021,125.5,403.0
Annual,Thousand persons,Males,Denmark,2022,133.4,381.0
Annual,Thousand persons,Males,Denmark,2023,137.1,371.0
Annual,Thousand persons,Males,Denmark,2024,139.8,363.0
Annual,Thousand persons,Males,Germany,2004,947.6,77.0
Annual,Thousand persons,Males,Germany,2005,1047.4,68.0
Annual,Thousand persons,Males,Germany,2006,1061.9,67.0
Annual,Thousand persons,Males,Germany,2007,1076.9,66.0
Annual,Thousand persons,Males,Germany,2008,1121.2,63.0
Annual,Thousand persons,Males,Germany,2009,1143.1,61.0
Annual,Thousand persons,Males,Germany,2010,1189.5,55.0
Annual,Thousand persons,Males,Germany,2011,1009.3,72.0
Annual,Thousand persons,Males,Germany,2012,1148.0,60.0
Annual,Thousand persons,Males,Germany,2013,1178.8,57.0
Annual,Thousand persons,Males,Germany,2014,1183.4,56.0
Annual,Thousand persons,Males,Germany,2015,1226.9,53.0
Annual,Thousand persons,Males,Germany,2016,1285.6,49.0
Annual,Thousand persons,Males,Germany,2017,1298.3,48.0
Annual,Thousand persons,Males,Germany,2018,1349.9,45.0
Annual,Thousand persons,Males,Germany,2019,1403.7,40.0
Annual,Thousand persons,Males,Germany,2020,1594.3,30.0
Annual,Thousand persons,Males,Germany,2021,1622.7,29.0
Annual,Thousand persons,Males,Germany,2022,1699.0,28.0
Annual,Thousand persons,Males,Germany,2023,1708.1,27.0
Annual,Thousand persons,Males,Germany,2024,1832.2,24.0
Annual,Thousand persons,Males,Estonia,2004,14.6,2316.0
Annual,Thousand persons,Males,Estonia,2005,8.6,2508.5
Annual,Thousand persons,Males,Estonia,2006,13.2,2393.0
Annual,Thousand persons,Males,Estonia,2007,14.4,2329.0
Annual,Thousand persons,Males,Estonia,2008,15.3,2282.0
Annual,Thousand persons,Males,Estonia,2009,14.0,2359.0
Annual,Thousand persons,Males,Estonia,2010,14.5,2320.5
Annual,Thousand persons,Males,Estonia,2011,16.0,2253.5
Annual,Thousand persons,Males,Estonia,2012,17.3,2161.0
Annual,Thousand persons,Males,Estonia,2013,20.7,1947.0
Annual,Thousand persons,Males,Estonia,2014,19.8,2000.0
Annual,Thousand persons,Males,Estonia,2015,20.8,1940.5
Annual,Thousand persons,Males,Estonia,2016,26.2,1692.0
Annual,Thousand persons,Males,Estonia,2017,27.3,1653.0
Annual,Thousand persons,Males,Estonia,2018,27.6,1644.5
Annual,Thousand persons,Males,Estonia,2019,29.1,1607.0
Annual,Thousand persons,Males,Estonia,2020,31.3,1550.5
Annual,Thousand persons,Males,Estonia,2021,31.2,1554.0
Annual,Thousand persons,Males,Estonia,2022,33.8,1497.0
Annual,Thousand persons,Males,Estonia,2023,34.2,1486.0
Annual,Thousand persons,Males,Estonia,2024,36.9,1462.0
Annual,Thousand persons,Males,Ireland,2004,44.3,1412.0
Annual,Thousand persons,Males,Ireland,2005,44.9,1404.0
Annual,Thousand persons,Males,Ireland,2006,45.2,1398.5
Annual,Thousand persons,Males,Ireland,2007,52.4,1344.0
Annual,Thousand persons,Males,Ireland,2008,52.4,1344.0
Annual,Thousand persons,Males,Ireland,2009,51.6,1353.0
Annual,Thousand persons,Males,Ireland,2010,53.4,1335.0
Annual,Thousand persons,Males,Ireland,2011,67.7,1225.5
Annual,Thousand persons,Males,Ireland,2012,69.4,1202.5
Annual,Thousand persons,Males,Ireland,2013,70.4,1190.0
Annual,Thousand persons,Males,Ireland,2014,74.7,1123.5
Annual,Thousand persons,Males,Ireland,2015,76.1,1091.0
Annual,Thousand persons,Males,Ireland,2016,82.1,796.5
Annual,Thousand persons,Males,Ireland,2017,85.7,624.5
Annual,Thousand persons,Males,Ireland,2018,87.2,578.5
Annual,Thousand persons,Males,Ireland,2019,88.9,558.0
Annual,Thousand persons,Males,Ireland,2020,102.8,481.0
Annual,Thousand persons,Males,Ireland,2021,122.2,417.0
Annual,Thousand persons,Males,Ireland,2022,126.6,399.0
Annual,Thousand persons,Males,Ireland,2023,126.3,400.0
Annual,Thousand persons,Males,Ireland,2024,131.2,384.5
Annual,Thousand persons,Males,Greece,2004,81.7,818.0
Annual,Thousand persons,Males,Greece,2005,80.1,907.5
Annual,Thousand persons,Males,Greece,2006,81.3,834.5
Annual,Thousand persons,Males,Greece,2007,81.9,810.5
Annual,Thousand persons,Males,Greece,2008,78.9,971.5
Annual,Thousand persons,Males,Greece,2009,80.0,912.5
Annual,Thousand persons,Males,Greece,2010,81.5,824.5
Annual,Thousand persons,Males,Greece,2011,59.4,1293.5
Annual,Thousand persons,Males,Greece,2012,55.0,1326.5
Annual,Thousand persons,Males,Greece,2013,56.0,1315.0
Annual,Thousand persons,Males,Greece,2014,48.3,1374.5
Annual,Thousand persons,Males,Greece,2015,48.3,1374.5
Annual,Thousand persons,Males,Greece,2016,55.9,1317.5
Annual,Thousand persons,Males,Greece,2017,64.9,1256.0
Annual,Thousand persons,Males,Greece,2018,72.3,1163.0
Annual,Thousand persons,Males,Greece,2019,63.9,1264.0
Annual,Thousand persons,Males,Greece,2020,58.9,1295.0
Annual,Thousand persons,Males,Greece,2021,73.8,1139.5
Annual,Thousand persons,Males,Greece,2022,82.2,789.5
Annual,Thousand persons,Males,Greece,2023,80.6,882.5
Annual,Thousand persons,Males,Greece,2024,90.2,537.5
Annual,Thousand persons,Males,Spain,2004,398.4,151.0
Annual,Thousand persons,Males,Spain,2005,427.3,146.0
Annual,Thousand persons,Males,Spain,2006,460.5,140.0
Annual,Thousand persons,Males,Spain,2007,488.3,133.0
Annual,Thousand persons,Males,Spain,2008,487.7,134.0
Annual,Thousand persons,Males,Spain,2009,471.6,136.0
Annual,Thousand persons,Males,Spain,2010,486.9,135.0
Annual,Thousand persons,Males,Spain,2011,469.8,137.0
Annual,Thousand persons,Males,Spain,2012,458.3,142.0
Annual,Thousand persons,Males,Spain,2013,453.0,143.0
Annual,Thousand persons,Males,Spain,2014,460.4,141.0
Annual,Thousand persons,Males,Spain,2015,468.7,139.0
Annual,Thousand persons,Males,Spain,2016,510.8,131.0
Annual,Thousand persons,Males,Spain,2017,549.2,125.0
Annual,Thousand persons,Males,Spain,2018,577.0,119.0
Annual,Thousand persons,Males,Spain,2019,593.8,114.0
Annual,Thousand persons,Males,Spain,2020,602.5,111.5
Annual,Thousand persons,Males,Spain,2021,648.5,102.0
Annual,Thousand persons,Males,Spain,2022,720.9,95.0
Annual,Thousand persons,Males,Spain,2023,752.9,93.0
Annual,Thousand persons,Males,Spain,2024,822.4,81.0
Annual,Thousand persons,Males,France,2004,745.7,94.0
Annual,Thousand persons,Males,France,2005,800.6,87.0
Annual,Thousand persons,Males,France,2006,821.5,82.0
Annual,Thousand persons,Males,France,2007,798.6,88.0
Annual,Thousand persons,Males,France,2008,805.1,86.0
Annual,Thousand persons,Males,France,2009,809.9,85.0
Annual,Thousand persons,Males,France,2010,815.1,84.0
Annual,Thousand persons,Males,France,2011,562.1,120.0
Annual,Thousand persons,Males,France,2012,549.3,124.0
Annual,Thousand persons,Males,France,2013,618.8,107.0
Annual,Thousand persons,Males,France,2014,709.5,97.0
Annual,Thousand persons,Males,France,2015,763.0,91.0
Annual,Thousand persons,Males,France,2016,798.1,89.0
Annual,Thousand persons,Males,France,2017,830.0,80.0
Annual,Thousand persons,Males,France,2018,857.0,79.0
Annual,Thousand persons,Males,France,2019,908.7,78.0
Annual,Thousand persons,Males,France,2020,974.3,75.0
Annual,Thousand persons,Males,France,2021,980.0,74.0
Annual,Thousand persons,Males,France,2022,986.5,73.0
Annual,Thousand persons,Males,France,2023,1077.5,65.0
Annual,Thousand persons,Males,France,2024,1125.1,62.0
Annual,Thousand persons,Males,Croatia,2004,21.1,1915.5
Annual,Thousand persons,Males,Croatia,2005,23.4,1794.0
Annual,Thousand persons,Males,Croatia,2006,23.4,1794.0
Annual,Thousand persons,Males,Croatia,2007,29.2,1603.5
Annual,Thousand persons,Males,Croatia,2008,32.6,1522.5
Annual,Thousand persons,Males,Croatia,2009,32.6,1522.5
Annual,Thousand persons,Males,Croatia,2010,29.4,1598.0
Annual,Thousand persons,Males,Croatia,2011,34.1,1488.0
Annual,Thousand persons,Males,Croatia,2012,33.5,1503.5
Annual,Thousand persons,Males,Croatia,2013,32.5,1527.0
Annual,Thousand persons,Males,Croatia,2014,37.7,1452.0
Annual,Thousand persons,Males,Croatia,2015,37.1,1459.5
Annual,Thousand persons,Males,Croatia,2016,45.3,1397.0
Annual,Thousand persons,Males,Croatia,2017,44.5,1411.0
Annual,Thousand persons,Males,Croatia,2018,46.4,1389.5
Annual,Thousand persons,Males,Croatia,2019,42.3,1426.5
Annual,Thousand persons,Males,Croatia,2020,48.2,1376.0
Annual,Thousand persons,Males,Croatia,2021,46.1,1393.0
Annual,Thousand persons,Males,Croatia,2022,53.5,1333.0
Annual,Thousand persons,Males,Croatia,2023,58.4,1297.0
Annual,Thousand persons,Males,Croatia,2024,66.0,1248.0
Annual,Thousand persons,Males,Italy,2004,540.1,127.0
Annual,Thousand persons,Males,Italy,2005,555.5,122.0
Annual,Thousand persons,Males,Italy,2006,578.7,117.0
Annual,Thousand persons,Males,Italy,2007,586.5,116.0
Annual,Thousand persons,Males,Italy,2008,602.5,111.5
Annual,Thousand persons,Males,Italy,2009,612.0,109.0
Annual,Thousand persons,Males,Italy,2010,596.5,113.0
Annual,Thousand persons,Males,Italy,2011,577.5,118.0
Annual,Thousand persons,Males,Italy,2012,591.4,115.0
Annual,Thousand persons,Males,Italy,2013,613.5,108.0
Annual,Thousand persons,Males,Italy,2014,622.2,106.0
Annual,Thousand persons,Males,Italy,2015,623.6,105.0
Annual,Thousand persons,Males,Italy,2016,642.2,103.0
Annual,Thousand persons,Males,Italy,2017,649.0,101.0
Annual,Thousand persons,Males,Italy,2018,693.7,98.0
Annual,Thousand persons,Males,Italy,2019,693.0,99.0
Annual,Thousand persons,Males,Italy,2020,690.3,100.0
Annual,Thousand persons,Males,Italy,2021,712.8,96.0
Annual,Thousand persons,Males,Italy,2022,755.6,92.0
Annual,Thousand persons,Males,Italy,2023,818.7,83.0
Annual,Thousand persons,Males,Italy,2024,784.0,90.0
Annual,Thousand persons,Males,Cyprus,2004,6.3,2585.0
Annual,Thousand persons,Males,Cyprus,2005,6.3,2585.0
Annual,Thousand persons,Males,Cyprus,2006,6.7,2574.0
Annual,Thousand persons,Males,Cyprus,2007,8.0,2527.5
Annual,Thousand persons,Males,Cyprus,2008,8.3,2518.5
Annual,Thousand persons,Males,Cyprus,2009,7.8,2537.5
Annual,Thousand persons,Males,Cyprus,2010,7.9,2533.5
Annual,Thousand persons,Males,Cyprus,2011,8.0,2527.5
Annual,Thousand persons,Males,Cyprus,2012,8.1,2523.0
Annual,Thousand persons,Males,Cyprus,2013,8.4,2516.0
Annual,Thousand persons,Males,Cyprus,2014,8.5,2513.0
Annual,Thousand persons,Males,Cyprus,2015,7.7,2540.5
Annual,Thousand persons,Males,Cyprus,2016,7.6,2544.0
Annual,Thousand persons,Males,Cyprus,2017,9.0,2497.0
Annual,Thousand persons,Males,Cyprus,2018,10.5,2449.5
Annual,Thousand persons,Males,Cyprus,2019,9.6,2477.0
Annual,Thousand persons,Males,Cyprus,2020,11.4,2432.0
Annual,Thousand persons,Males,Cyprus,2021,13.9,2364.0
Annual,Thousand persons,Males,Cyprus,2022,16.1,2246.5
Annual,Thousand persons,Males,Cyprus,2023,20.4,1964.0
Annual,Thousand persons,Males,Cyprus,2024,18.6,2091.5
Annual,Thousand persons,Males,Latvia,2004,18.9,2075.5
Annual,Thousand persons,Males,Latvia,2005,16.9,2195.0
Annual,Thousand persons,Males,Latvia,2006,19.8,2000.0
Annual,Thousand persons,Males,Latvia,2007,20.0,1989.5
Annual,Thousand persons,Males,Latvia,2008,19.9,1996.0
Annual,Thousand persons,Males,Latvia,2009,17.0,2188.5
Annual,Thousand persons,Males,Latvia,2010,16.5,2224.5
Annual,Thousand persons,Males,Latvia,2011,16.5,2224.5
Annual,Thousand persons,Males,Latvia,2012,15.5,2273.5
Annual,Thousand persons,Males,Latvia,2013,16.7,2207.0
Annual,Thousand persons,Males,Latvia,2014,16.8,2201.0
Annual,Thousand persons,Males,Latvia,2015,17.9,2129.5
Annual,Thousand persons,Males,Latvia,2016,17.9,2129.5
Annual,Thousand persons,Males,Latvia,2017,18.8,2081.5
Annual,Thousand persons,Males,Latvia,2018,18.6,2091.5
Annual,Thousand persons,Males,Latvia,2019,21.5,1891.0
Annual,Thousand persons,Males,Latvia,2020,24.9,1725.0
Annual,Thousand persons,Males,Latvia,2021,25.5,1712.5
Annual,Thousand persons,Males,Latvia,2022,30.4,1572.5
Annual,Thousand persons,Males,Latvia,2023,29.9,1584.0
Annual,Thousand persons,Males,Latvia,2024,31.6,1547.0
Annual,Thousand persons,Males,Lithuania,2004,16.6,2214.5
Annual,Thousand persons,Males,Lithuania,2005,15.4,2277.5
Annual,Thousand persons,Males,Lithuania,2006,14.4,2329.0
Annual,Thousand persons,Males,Lithuania,2007,17.6,2143.5
Annual,Thousand persons,Males,Lithuania,2008,15.3,2282.0
Annual,Thousand persons,Males,Lithuania,2009,16.2,2241.5
Annual,Thousand persons,Males,Lithuania,2010,15.3,2282.0
Annual,Thousand persons,Males,Lithuania,2011,18.5,2097.0
Annual,Thousand persons,Males,Lithuania,2012,19.5,2018.0
Annual,Thousand persons,Males,Lithuania,2013,19.3,2037.0
Annual,Thousand persons,Males,Lithuania,2014,19.2,2046.0
Annual,Thousand persons,Males,Lithuania,2015,22.4,1846.0
Annual,Thousand persons,Males,Lithuania,2016,25.7,1708.5
Annual,Thousand persons,Males,Lithuania,2017,27.4,1649.0
Annual,Thousand persons,Males,Lithuania,2018,28.0,1637.0
Annual,Thousand persons,Males,Lithuania,2019,31.8,1543.0
Annual,Thousand persons,Males,Lithuania,2020,34.0,1490.5
Annual,Thousand persons,Males,Lithuania,2021,40.0,1440.5
Annual,Thousand persons,Males,Lithuania,2022,47.7,1380.5
Annual,Thousand persons,Males,Lithuania,2023,56.5,1312.0
Annual,Thousand persons,Males,Lithuania,2024,63.5,1265.5
Annual,Thousand persons,Males,Luxembourg,2004,6.3,2585.0
Annual,Thousand persons,Males,Luxembourg,2005,6.2,2590.5
Annual,Thousand persons,Males,Luxembourg,2006,5.8,2603.0
Annual,Thousand persons,Males,Luxembourg,2007,6.3,2585.0
Annual,Thousand persons,Males,Luxembourg,2008,8.9,2499.5
Annual,Thousand persons,Males,Luxembourg,2009,8.5,2513.0
Annual,Thousand persons,Males,Luxembourg,2010,8.9,2499.5
Annual,Thousand persons,Males,Luxembourg,2011,8.6,2508.5
Annual,Thousand persons,Males,Luxembourg,2012,10.6,2446.5
Annual,Thousand persons,Males,Luxembourg,2013,10.0,2465.0
Annual,Thousand persons,Males,Luxembourg,2014,11.2,2433.5
Annual,Thousand persons,Males,Luxembourg,2015,11.1,2435.5
Annual,Thousand persons,Males,Luxembourg,2016,11.9,2421.5
Annual,Thousand persons,Males,Luxembourg,2017,12.5,2407.0
Annual,Thousand persons,Males,Luxembourg,2018,14.5,2320.5
Annual,Thousand persons,Males,Luxembourg,2019,15.1,2295.5
Annual,Thousand persons,Males,Luxembourg,2020,14.9,2304.5
Annual,Thousand persons,Males,Luxembourg,2021,16.5,2224.5
Annual,Thousand persons,Males,Luxembourg,2022,19.1,2056.5
Annual,Thousand persons,Males,Luxembourg,2023,20.3,1971.0
Annual,Thousand persons,Males,Luxembourg,2024,21.6,1884.0
Annual,Thousand persons,Males,Hungary,2004,106.2,464.0
Annual,Thousand persons,Males,Hungary,2005,102.1,485.5
Annual,Thousand persons,Males,Hungary,2006,113.5,440.0
Annual,Thousand persons,Males,Hungary,2007,113.9,438.0
Annual,Thousand persons,Males,Hungary,2008,113.0,442.5
Annual,Thousand persons,Males,Hungary,2009,101.4,489.0
Annual,Thousand persons,Males,Hungary,2010,99.3,498.5
Annual,Thousand persons,Males,Hungary,2011,92.3,523.0
Annual,Thousand persons,Males,Hungary,2012,110.6,448.5
Annual,Thousand persons,Males,Hungary,2013,123.1,413.5
Annual,Thousand persons,Males,Hungary,2014,127.4,396.0
Annual,Thousand persons,Males,Hungary,2015,134.5,379.5
Annual,Thousand persons,Males,Hungary,2016,137.4,369.5
Annual,Thousand persons,Males,Hungary,2017,143.6,353.0
Annual,Thousand persons,Males,Hungary,2018,151.4,330.5
Annual,Thousand persons,Males,Hungary,2019,135.0,376.0
Annual,Thousand persons,Males,Hungary,2020,148.4,339.5
Annual,Thousand persons,Males,Hungary,2021,157.1,320.0
Annual,Thousand persons,Males,Hungary,2022,168.8,301.0
Annual,Thousand persons,Males,Hungary,2023,168.6,302.0
Annual,Thousand persons,Males,Hungary,2024,179.1,290.0
Annual,Thousand persons,Males,Malta,2004,6.3,2585.0
Annual,Thousand persons,Males,Malta,2005,6.0,2594.0
Annual,Thousand persons,Males,Malta,2006,4.5,2633.0
Annual,Thousand persons,Males,Malta,2007,7.0,2562.5
Annual,Thousand persons,Males,Malta,2008,6.9,2566.0
Annual,Thousand persons,Males,Malta,2009,5.7,2606.5
Annual,Thousand persons,Males,Malta,2010,5.4,2614.0
Annual,Thousand persons,Males,Malta,2011,4.7,2627.0
Annual,Thousand persons,Males,Malta,2012,5.5,2611.5
Annual,Thousand persons,Males,Malta,2013,5.2,2618.5
Annual,Thousand persons,Males,Malta,2014,5.8,2603.0
Annual,Thousand persons,Males,Malta,2015,6.3,2585.0
Annual,Thousand persons,Males,Malta,2016,7.2,2557.0
Annual,Thousand persons,Males,Malta,2017,8.5,2513.0
Annual,Thousand persons,Males,Malta,2018,9.4,2483.0
Annual,Thousand persons,Males,Malta,2019,10.3,2455.0
Annual,Thousand persons,Males,Malta,2020,10.1,2460.5
Annual,Thousand persons,Males,Malta,2021,9.9,2468.5
Annual,Thousand persons,Males,Malta,2022,11.8,2423.5
Annual,Thousand persons,Males,Malta,2023,12.4,2410.5
Annual,Thousand persons,Males,Malta,2024,14.4,2329.0
Annual,Thousand persons,Males,Netherlands,2004,283.2,197.5
Annual,Thousand persons,Males,Netherlands,2005,268.6,208.0
Annual,Thousand persons,Males,Netherlands,2006,255.5,217.5
Annual,Thousand persons,Males,Netherlands,2007,254.7,219.0
Annual,Thousand persons,Males,Netherlands,2008,265.1,210.0
Annual,Thousand persons,Males,Netherlands,2009,267.8,209.0
Annual,Thousand persons,Males,Netherlands,2010,278.5,201.0
Annual,Thousand persons,Males,Netherlands,2011,328.8,177.0
Annual,Thousand persons,Males,Netherlands,2012,328.9,176.0
Annual,Thousand persons,Males,Netherlands,2013,331.9,173.0
Annual,Thousand persons,Males,Netherlands,2014,342.4,169.0
Annual,Thousand persons,Males,Netherlands,2015,356.9,162.0
Annual,Thousand persons,Males,Netherlands,2016,363.0,161.0
Annual,Thousand persons,Males,Netherlands,2017,363.3,160.0
Annual,Thousand persons,Males,Netherlands,2018,394.4,152.0
Annual,Thousand persons,Males,Netherlands,2019,417.4,148.0
Annual,Thousand persons,Males,Netherlands,2020,434.2,145.0
Annual,Thousand persons,Males,Netherlands,2021,511.8,130.0
Annual,Thousand persons,Males,Netherlands,2022,552.1,123.0
Annual,Thousand persons,Males,Netherlands,2023,546.5,126.0
Annual,Thousand persons,Males,Netherlands,2024,556.1,121.0
Annual,Thousand persons,Males,Austria,2004,83.1,736.0
Annual,Thousand persons,Males,Austria,2005,93.0,518.0
Annual,Thousand persons,Males,Austria,2006,101.2,490.0
Annual,Thousand persons,Males,Austria,2007,101.5,487.5
Annual,Thousand persons,Males,Austria,2008,110.0,451.0
Annual,Thousand persons,Males,Austria,2009,112.9,444.0
Annual,Thousand persons,Males,Austria,2010,114.1,437.0
Annual,Thousand persons,Males,Austria,2011,125.9,401.0
Annual,Thousand persons,Males,Austria,2012,122.5,415.0
Annual,Thousand persons,Males,Austria,2013,131.2,384.5
Annual,Thousand persons,Males,Austria,2014,129.4,388.0
Annual,Thousand persons,Males,Austria,2015,142.9,357.0
Annual,Thousand persons,Males,Austria,2016,148.4,339.5
Annual,Thousand persons,Males,Austria,2017,158.4,318.5
Annual,Thousand persons,Males,Austria,2018,156.5,321.5
Annual,Thousand persons,Males,Austria,2019,146.9,343.0
Annual,Thousand persons,Males,Austria,2020,154.2,325.0
Annual,Thousand persons,Males,Austria,2021,156.0,323.5
Annual,Thousand persons,Males,Austria,2022,177.9,293.0
Annual,Thousand persons,Males,Austria,2023,191.0,280.5
Annual,Thousand persons,Males,Austria,2024,187.6,285.0
Annual,Thousand persons,Males,Poland,2004,234.2,231.0
Annual,Thousand persons,Males,Poland,2005,256.1,215.5
Annual,Thousand persons,Males,Poland,2006,282.0,199.0
Annual,Thousand persons,Males,Poland,2007,313.2,181.0
Annual,Thousand persons,Males,Poland,2008,332.0,172.0
Annual,Thousand persons,Males,Poland,2009,349.5,165.0
Annual,Thousand persons,Males,Poland,2010,331.0,174.0
Annual,Thousand persons,Males,Poland,2011,304.7,184.0
Annual,Thousand persons,Males,Poland,2012,330.3,175.0
Annual,Thousand persons,Males,Poland,2013,346.0,166.0
Annual,Thousand persons,Males,Poland,2014,355.9,163.0
